Date;Time;Time Zone;Name;Transaction ID;Reference Txn ID;Type;Status;Currency;Gross;Fee;Net;Invoice ID
16/06/2026;11:24:25;GMT;François Dubois;PU2XQR1KYTWZMN6EL;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503543
16/06/2026;11:29:29;GMT;François Dubois;VE33ZVZCNGY7HTGUP;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503734
16/06/2026;11:37:57;GMT;Renée Böhm;8YQ4R4A3Y7F4ZFUZU;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502113
16/06/2026;11:49:38;GMT;François Dubois;1XJVV87T20NFTNK8U;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503736
16/06/2026;12:08:37;GMT;Émilie Laurent;J06SSHJDVXD04TBGZ;;Website Payment;Denied;EUR;4,99;0,00;0,00;ORD-503217
16/06/2026;12:15:44;GMT;José García;QLKAMQLVQ9WT5AJ19;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503316
16/06/2026;12:19:51;GMT;José García;DX5V0JHE0GQBBVJ2M;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503401
16/06/2026;12:22:02;GMT;François Dubois;LGK8UMSRWM76C30ZX;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502864
16/06/2026;12:55:05;GMT;Céline Marchand;PMS3BP6ZS678BQBNW;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502796
16/06/2026;12:57:30;GMT;Renée Böhm;6H8UYMLGM08HTS6CU;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503216
16/06/2026;12:59:49;GMT;Jürgen Müller;T0RLKMH1G7QD7EN9U;;Website Payment;Denied;EUR;59,99;0,00;0,00;ORD-503100
16/06/2026;13:11:25;GMT;Céline Marchand;KYSAUAUMFDLA6MZL7;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502270
16/06/2026;13:20:27;GMT;Renée Böhm;5YT7BMHCEYKNPNAGD;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503175
16/06/2026;14:02:37;GMT;José García;L3TYHB9GEW3P7QH9U;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502474
16/06/2026;14:13:46;GMT;Céline Marchand;VDYRNXGXGKVZH3SCV;;Website Payment;Completed;GBP;54,99;-1,89;53,10;ORD-503638
16/06/2026;14:14:27;GMT;Agnès Rousseau;TU3MC9U7UP8UT2CCM;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503882
16/06/2026;14:27:54;GMT;Agnès Rousseau;6N2A0PA0DKPHRNFBC;;Website Payment;Completed;GBP;21,99;-0,94;21,05;ORD-502811
16/06/2026;14:28:59;GMT;Søren Kjær;PZM65D6T0K8QF5S1P;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502702
16/06/2026;14:39:21;GMT;Nuño Ibáñez;XXMUGUGG7644J2586;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503406
16/06/2026;14:39:58;GMT;José García;9GZ7ZTEE4VD9WH5CD;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502388
16/06/2026;14:55:18;GMT;Céline Marchand;LE95RLB5L7SDUKEE9;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503234
16/06/2026;15:04:06;GMT;Agnès Rousseau;E8LZRENYK3AT12ZM3;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502387
16/06/2026;15:23:48;GMT;François Dubois;K2G96Q713S4HV1QA9;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503145
16/06/2026;15:25:24;GMT;María Álvarez;BQP9WGP4WSBSKB5HH;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502241
16/06/2026;16:08:37;GMT;Søren Kjær;JBP5NNBH0ZHBQGGKP;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502513
16/06/2026;16:12:58;GMT;Céline Marchand;VDLAY2Y3474BC7N4U;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-503157
16/06/2026;16:14:28;GMT;María Álvarez;393YJJ8V2T30F8KU8;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502252
16/06/2026;16:50:19;GMT;Céline Marchand;AQL76TMG8WZL5BU4A;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503278
16/06/2026;16:54:08;GMT;Émilie Laurent;WSXJQZTSZCHY8ELER;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502307
16/06/2026;17:01:33;GMT;Nuño Ibáñez;36JA8FHKD8KUS7D47;;Website Payment;Completed;GBP;54,99;-1,89;53,10;ORD-502141
16/06/2026;17:07:09;GMT;Nuño Ibáñez;7T3EA97LV75H8AE2R;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503481
16/06/2026;17:09:27;GMT;Renée Böhm;FTXPK6LDGXZAYKJ7R;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502823
16/06/2026;17:14:45;GMT;José García;K6ZWWGZVGXC9FQK6L;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503186
16/06/2026;17:24:05;GMT;Jürgen Müller;D5YP8PJUMZWCKGF4G;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503345
16/06/2026;17:30:08;GMT;Renée Böhm;MLLSBBGVG8UD69Y29;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503505
16/06/2026;17:41:39;GMT;Agnès Rousseau;WDQ1WG381WRTBDY62;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503522
16/06/2026;17:43:20;GMT;Søren Kjær;KBKV7EJ21RHRNA267;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502600
16/06/2026;17:57:27;GMT;José García;3K8FT8DETX85RTX3Y;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503828
16/06/2026;17:57:28;GMT;Agnès Rousseau;1MNKGJ723CH9B51VR;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503194
16/06/2026;17:57:36;GMT;Nuño Ibáñez;CQ2MCHAVATQKM5SDT;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503137
16/06/2026;18:02:54;GMT;Søren Kjær;R4U7D3Q0014PDE9ES;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502895
16/06/2026;18:10:21;GMT;Émilie Laurent;GPSTAL0XKM744VSRG;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503854
16/06/2026;18:14:31;GMT;Émilie Laurent;VW4GV2KB5YVLDJ970;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503855
16/06/2026;18:30:27;GMT;Agnès Rousseau;R8ASLS73JFP9BNHMU;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502534
16/06/2026;18:32:31;GMT;José García;522B12L147567Z1GP;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502715
16/06/2026;18:35:20;GMT;Renée Böhm;D6HPZ5SJEZYB84TLF;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502707
16/06/2026;18:55:12;GMT;María Álvarez;6BZWRPWT7RATV7FRF;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503428
16/06/2026;19:06:06;GMT;Søren Kjær;7WHLQWBA6J2ELHFLL;;Website Payment;Completed;GBP;4,49;-0,43;4,06;ORD-503182
16/06/2026;19:14:07;GMT;Nuño Ibáñez;VLEVALNLC37PD22J5;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503842
16/06/2026;19:33:12;GMT;Jürgen Müller;SBZ1MRHRA0N9YB2JW;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502974
16/06/2026;19:34:46;GMT;Jürgen Müller;FUA2B8PNM7RLV70WS;;Website Payment;Completed;GBP;21,99;-0,94;21,05;ORD-502602
16/06/2026;19:38:05;GMT;María Álvarez;28H6T97P4EA2RQHVJ;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502730
17/06/2026;07:53:03;GMT;Émilie Laurent;6KHLM7K2R4N1YHF8L;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502798
17/06/2026;08:01:18;GMT;Jürgen Müller;4CJCA2P4EPA7MY8YY;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502820
17/06/2026;08:22:37;GMT;Céline Marchand;C3LYHH2ZRGFPYNYSH;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-503462
17/06/2026;08:56:06;GMT;Jürgen Müller;099S3VAA0KSLSE9TN;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502913
17/06/2026;09:01:36;GMT;Renée Böhm;2QB9QVY88Q2UE6SJP;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502891
17/06/2026;09:30:21;GMT;Søren Kjær;PMR7TH6WU0NLGSHSU;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-503366
17/06/2026;09:30:31;GMT;Agnès Rousseau;Z2FZDLKE4998K9H5D;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503393
17/06/2026;10:26:53;GMT;Émilie Laurent;CDT7EFU32B8561LMY;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503247
17/06/2026;10:54:01;GMT;Jürgen Müller;9XR9U39XBJD9MZC6V;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502512
17/06/2026;11:18:01;GMT;Émilie Laurent;CGXEEG0ZNULPBXPZZ;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503112
17/06/2026;11:23:36;GMT;Agnès Rousseau;KZBYFJLJFLWHMNCZ9;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502120
17/06/2026;11:24:26;GMT;Céline Marchand;XMNSJEE0HBKY9FJD5;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502748
17/06/2026;12:10:44;GMT;Jürgen Müller;8G7LDQ55DYM7PHVUG;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-503289
17/06/2026;12:14:48;GMT;María Álvarez;A003C5GZYM95GJJ6F;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-502656
17/06/2026;12:25:46;GMT;Renée Böhm;9MKT2QWTD1KLZKZKH;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502398
17/06/2026;12:36:42;GMT;José García;X58N5B8Y2EXM9MW7Q;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503661
17/06/2026;13:14:04;GMT;Émilie Laurent;ERVB1F136BLSNGU9Q;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503354
17/06/2026;13:27:22;GMT;Renée Böhm;2A1BHR8S94XY3QWBC;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502377
17/06/2026;13:30:09;GMT;Søren Kjær;WXNLHCR364B26XP52;;Website Payment;Denied;EUR;59,99;0,00;0,00;ORD-502848
17/06/2026;14:14:14;GMT;Jürgen Müller;TE1PP4AKFH3DVKN2G;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502615
17/06/2026;14:18:48;GMT;Nuño Ibáñez;8CJTBFTZVHX6S7Y4K;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-502321
17/06/2026;14:30:25;GMT;Nuño Ibáñez;MZMH1BJXU8UXAUX9W;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502990
17/06/2026;14:41:04;GMT;Søren Kjær;KDQY8L4HP2Y66BPDX;V73WP7A0MFFTGLN3A;Refund;Refunded;EUR;-9,99;0,00;-9,99;ORD-502234
17/06/2026;14:58:22;GMT;Agnès Rousseau;B5DMQSSJG8BKVE4NL;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502585
17/06/2026;15:02:12;GMT;Agnès Rousseau;MC9LZN41V8BYBZF35;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502937
17/06/2026;15:21:02;GMT;Søren Kjær;97LUBZNWXHY98VANH;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503618
17/06/2026;15:44:22;GMT;Nuño Ibáñez;6CU0R4ZS80AP6NG0B;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503624
17/06/2026;15:58:37;GMT;Céline Marchand;N2V5AYPXUFA5WLS6H;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503886
17/06/2026;16:13:04;GMT;Émilie Laurent;RYRU8ZUDGWADM4FKW;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502625
17/06/2026;16:21:07;GMT;Émilie Laurent;8ZQ14U2YAVNC83HG5;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502577
17/06/2026;16:24:24;GMT;François Dubois;GHADFYYQ74FKS7DCL;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502552
17/06/2026;16:26:43;GMT;Émilie Laurent;NV2C4F6TJ7W7LFHME;;Website Payment;Denied;EUR;4,99;0,00;0,00;ORD-502762
17/06/2026;16:30:04;GMT;Agnès Rousseau;2T6KETWXNUCDGSY5T;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503658
17/06/2026;16:37:24;GMT;José García;BZZNLTW5YNA3M2M2U;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502443
17/06/2026;16:38:19;GMT;Céline Marchand;JRURCUSXH0E7ECH0E;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-503506
17/06/2026;16:54:08;GMT;José García;9NM70NGQG6KFT9SXW;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502484
17/06/2026;17:16:53;GMT;Émilie Laurent;A8Z3TNFNX85RBU6TT;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503179
17/06/2026;17:24:48;GMT;José García;F6W6SPWSTX816FX67;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502844
17/06/2026;17:30:25;GMT;María Álvarez;PHMUPUZAFUN1DZGSM;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503634
17/06/2026;17:43:15;GMT;Agnès Rousseau;WRUSZ73F863PAL8X9;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502390
17/06/2026;17:57:45;GMT;François Dubois;YXX7416B9EYEA8LTU;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502456
17/06/2026;17:58:39;GMT;José García;YDG7JJYCFBVETUCBF;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503218
17/06/2026;18:25:37;GMT;Nuño Ibáñez;5CTXRC03HCC53CB73;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503732
17/06/2026;18:27:41;GMT;María Álvarez;UM0C0ESQSJ13AQ5DJ;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502447
17/06/2026;18:29:11;GMT;Renée Böhm;QH8S3M4N5HYJPPUM9;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502374
17/06/2026;18:50:02;GMT;José García;6434GU7ZBJKG0XEGB;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-503387
17/06/2026;19:02:28;GMT;Céline Marchand;G2TEV502KFFJYKD3G;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503340
17/06/2026;19:10:01;GMT;Céline Marchand;1G0STJQTCY7WKMX5V;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503548
17/06/2026;19:39:04;GMT;Émilie Laurent;68PZ8AJ5WC1MDG25E;;Website Payment;Completed;GBP;4,49;-0,43;4,06;ORD-503642
17/06/2026;19:49:28;GMT;Søren Kjær;7NA8SA3PCQ692F3N0;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503593
17/06/2026;19:53:04;GMT;Agnès Rousseau;LZQS5SVZ5XV0VB98U;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503794
17/06/2026;20:19:32;GMT;François Dubois;8JRCJYP05DS2W03U2;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503326
17/06/2026;20:37:52;GMT;Renée Böhm;SJAGEV6HJT0BZXZVL;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502557
18/06/2026;07:50:20;GMT;José García;P1P3AFTB2HZTSESHL;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503687
18/06/2026;08:17:01;GMT;Céline Marchand;QC9EB9PNST86CSTRP;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503206
18/06/2026;08:20:45;GMT;José García;9AVYXHN575GUMJSBK;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502542
18/06/2026;08:30:58;GMT;José García;7YH1E7AKNC64XD8C0;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503161
18/06/2026;08:36:09;GMT;Jürgen Müller;4Q0JVS21BF1UA1L9M;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503277
18/06/2026;08:38:48;GMT;Jürgen Müller;GNTZRV0DSA7HSK02Y;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503446
18/06/2026;08:38:58;GMT;José García;YYDBWWMDTYS9LPRKA;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-502636
18/06/2026;08:46:26;GMT;José García;PCHJBA5U529Q86PNG;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502291
18/06/2026;08:55:46;GMT;Renée Böhm;BVKUL92WEC6AP4NCW;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502971
18/06/2026;08:59:22;GMT;Céline Marchand;DL57MZEMNVQXNVL6Q;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503577
18/06/2026;09:08:14;GMT;Nuño Ibáñez;B1PN8WCXYSM77BCH9;9XUUMNT8FLZL3D891;Refund;Refunded;EUR;-24,99;0,00;-24,99;ORD-502853
18/06/2026;09:31:06;GMT;Søren Kjær;UZP9GRE0S2LXV8AAK;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502522
18/06/2026;09:37:02;GMT;François Dubois;PXQLFBBP2ACXQ513V;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503694
18/06/2026;09:39:54;GMT;Renée Böhm;Q0H0PNSXQLXWHCYB3;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503847
18/06/2026;09:41:55;GMT;Agnès Rousseau;4X1H0FBVMA47TFX36;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503210
18/06/2026;10:13:08;GMT;Nuño Ibáñez;XQT0NFNTQ8HEVJSTM;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-503008
18/06/2026;10:24:39;GMT;Émilie Laurent;4D75HDX1GUSZ4UF10;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503412
18/06/2026;10:26:49;GMT;Jürgen Müller;LE32BM02X14BU0Q83;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502546
18/06/2026;10:38:02;GMT;François Dubois;UL0UYHXECU08MRH9M;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502859
18/06/2026;10:39:39;GMT;Nuño Ibáñez;9CS45RG9G9DB9U219;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-503085
18/06/2026;10:46:32;GMT;Søren Kjær;9BY0V8T61PFF7SMBT;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503349
18/06/2026;10:57:10;GMT;Nuño Ibáñez;GE4380AEFGNS3ZQ4F;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502424
18/06/2026;10:58:01;GMT;François Dubois;YQWM6JKDATPPCX9SP;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503768
18/06/2026;11:24:33;GMT;José García;FH1RT2YV3N72ZT5TS;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502550
18/06/2026;11:25:40;GMT;José García;7B1299XEPC1R7GC1D;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502951
18/06/2026;11:34:23;GMT;Nuño Ibáñez;H1799SK9D00EHSXZP;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-503035
18/06/2026;11:34:36;GMT;François Dubois;XN9SFKJP4AVQXAJTE;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502983
18/06/2026;11:49:15;GMT;Agnès Rousseau;BJ5GMA16JRU9R04MS;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503342
18/06/2026;12:10:41;GMT;Renée Böhm;KN1W4FKT4CNS767HT;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502906
18/06/2026;12:13:38;GMT;Agnès Rousseau;UKFKW3SU05SB3H2UH;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502183
18/06/2026;12:18:14;GMT;Jürgen Müller;KNHPJ1SFJCPA02U4U;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503248
18/06/2026;12:22:33;GMT;Søren Kjær;DWWVRPMTEXDRH1LLH;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-503650
18/06/2026;12:40:28;GMT;José García;QQP4X9GPMF9J7AMZ3;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503740
18/06/2026;12:48:54;GMT;Renée Böhm;DZ4NS2XUTNKF7RPKA;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-502402
18/06/2026;13:34:58;GMT;Jürgen Müller;VPT2U8E1CF7YGFX4V;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502530
18/06/2026;13:38:50;GMT;Céline Marchand;GKZR88GZT5057A5XU;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503260
18/06/2026;14:33:36;GMT;Nuño Ibáñez;NJ0HYQK8LVY47Q51A;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502144
18/06/2026;14:35:51;GMT;Renée Böhm;RMSF0JVBNP599BUPD;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502326
18/06/2026;14:39:53;GMT;Renée Böhm;TG0NR6R426QVS4TJY;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502375
18/06/2026;15:03:03;GMT;Jürgen Müller;0JT7D5034BG9BJZBY;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503004
18/06/2026;15:22:58;GMT;Søren Kjær;ERZ4ZL1HLRU8VWAF4;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503360
18/06/2026;15:29:37;GMT;Nuño Ibáñez;ZA7ADQLGUR3WF3HHE;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503443
18/06/2026;15:36:04;GMT;Émilie Laurent;Z83T23EGT0DQBWW0J;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502535
18/06/2026;15:50:21;GMT;François Dubois;7FR6YD0WK0HE7PPHA;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-503889
18/06/2026;16:26:36;GMT;Émilie Laurent;2L2EKCVYRJM9Y8WAZ;;Website Payment;Completed;GBP;54,99;-1,89;53,10;ORD-503136
18/06/2026;16:32:40;GMT;José García;BG7XSTJL7PEQPRYBB;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-502941
18/06/2026;16:33:25;GMT;Renée Böhm;7L57PCME7N4JTTGDJ;;Website Payment;Completed;EUR;4,99;-0,49;4,50;ORD-502690
18/06/2026;16:39:21;GMT;José García;W8DWC2X5ELPYHZWRQ;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503606
18/06/2026;16:46:51;GMT;Jürgen Müller;G4DTF67EF1JESCKWN;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502538
18/06/2026;16:55:10;GMT;María Álvarez;33D9ASBRVAR20Y1SD;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502518
18/06/2026;16:55:36;GMT;Agnès Rousseau;TW4R8L3SC8YUPTY14;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503504
18/06/2026;17:11:01;GMT;Jürgen Müller;3YSBLL9SDAPP4533A;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503065
18/06/2026;17:20:22;GMT;Nuño Ibáñez;5BSY4SRJM8AQ55AN5;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502734
18/06/2026;17:25:08;GMT;Renée Böhm;7Z2Z5WP0CY7LULD75;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503857
18/06/2026;17:33:50;GMT;Nuño Ibáñez;22A9WP524428A9HGA;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502607
18/06/2026;17:45:02;GMT;Agnès Rousseau;88LEAB05E15H8KNS0;;Website Payment;Completed;EUR;24,99;-1,07;23,92;ORD-502236
18/06/2026;17:56:01;GMT;Nuño Ibáñez;74UWWTRATQF0Y60WL;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503735
18/06/2026;18:01:17;GMT;José García;5LU39M4J535GYV1LC;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503893
18/06/2026;18:55:37;GMT;Céline Marchand;GYWVP3M3MFLK4W9R1;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503142
18/06/2026;19:10:14;GMT;Nuño Ibáñez;BGH9M1PWUY9H0TJCP;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503752
18/06/2026;19:23:34;GMT;José García;H5K8VZZ75U0KVF525;;Website Payment;Completed;GBP;8,99;-0,56;8,43;ORD-503826
18/06/2026;19:28:06;GMT;Søren Kjær;3KWEVDY2DS7YK5FUL;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503042
19/06/2026;07:36:15;GMT;Émilie Laurent;V3HZNFBZSB3KWXSJF;;Website Payment;Completed;GBP;21,99;-0,94;21,05;ORD-502828
19/06/2026;08:03:16;GMT;Renée Böhm;UZGRXGGCRT56ST51N;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503696
19/06/2026;08:35:58;GMT;Nuño Ibáñez;3HWSC841BMBRBL7TX;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-502726
19/06/2026;08:55:01;GMT;Céline Marchand;37568ZVEJWGFU9FVA;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502920
19/06/2026;08:58:43;GMT;Søren Kjær;NQH328CDFUEKQM65V;;Website Payment;Denied;EUR;9,99;0,00;0,00;ORD-502396
19/06/2026;09:06:45;GMT;José García;JBTQ5P06QW38JM0C1;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502830
19/06/2026;09:09:05;GMT;Jürgen Müller;D8PVRD7J5VX8EZUSH;;Website Payment;Completed;EUR;59,99;-2,09;57,90;ORD-503322
19/06/2026;09:11:58;GMT;Émilie Laurent;TZ1GXDSHJV1JPL4RC;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503067
19/06/2026;09:13:24;GMT;Renée Böhm;6ZGMJHSQRBWHKJ4S9;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502888
19/06/2026;09:19:03;GMT;Jürgen Müller;VFERSY3SD1YA4HP6J;;Website Payment;Completed;GBP;21,99;-0,94;21,05;ORD-503056
19/06/2026;10:13:26;GMT;Céline Marchand;F55R9M0JPJ4UST0SF;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-502855
19/06/2026;10:17:42;GMT;Céline Marchand;RJ91PXDQ4N4HTHDAL;;Website Payment;Completed;EUR;9,99;-0,64;9,35;ORD-503425
19/06/2026;10:33:54;GMT;Renée Böhm;GRY9S89005FM97SBL;Y13J28MVGZ5PDLU6X;Refund;Refunded;EUR;-59,99;0,00;-59,99;ORD-503444
